,index,Unnamed: 0,College_Name,State,City,URL_,Address,Phone_Number
61,2397,2397,Institute of Management and Computer Studies - IMCST - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"C-4, Wagle Industrial Estate, Near Mulund (W) Check Naka, Opposite Aplab, Mumbai, Maharashtra 400604, India","['(022) 25832452, 25834443, 25832466, 25832464 / ', ' 8454074320, 7506922323, 9029191590']"
62,2619,2619,JES College of Commerce Science and Information Technology - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Caves Road, Arvind Gandbhir Campus, Opposite Railway Station, Jogeshwari (East), Mumbai, Maharashtra 400060, India",['(022) 28245527']
63,2622,2622,Jetking Computer Hardware and Networking Institute,Maharashtra,Mumbai,,"401, Bussa Udyog Bhavan, T. J. Road, Near Sewri Bus Terminus, Sewri (W)
, Mumbai, Maharashtra 400015, India","['(022) 24156528, 24156486']"
64,2746,2746,Kapol Vidyanidhi College of Management and Technology - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Mahavir Nagar, Near Kamla Vihar Sports Club, Kandivali, Mumbai, Maharashtra 400067, India","['(022) 28661143, 28619654, 28614719']"
65,2751,2751,Karmaveer Bhaurao Patil College - Courses,Maharashtra,Mumbai,https://www.kbpcollegevashi.edu.in/,"Sector 15-A, Vashi, Mumbai, Maharashtra 400703, India","['(022) 27661210, 27663723']"
66,2765,2765,Karrox Centre of Technology and Management - KCTM,Maharashtra,Mumbai,,"201- A/1, 'Raheja Plaza 1, L.B.S. Marg, Ghatkopar (West), Mumbai, Maharashtra 400086, India","['(022) 42193224, 42193225 / ', ' 9321405529, 9321708080']"
67,2766,2766,Karrox College of Technology and Management - Courses,Maharashtra,Mumbai,,"First Floor, Saurabh Building Modi Industrial Estate Opposite Chirag Nagar Police Station, LBS Marg Ghatkopar, Mumbai, Maharashtra 400086, India","['(022) 66710527, 66710528 / ', ' 9321405529']"
68,2811,2811,KES Degree College of Commerce and Economics - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"S.V. Road, Khar (West), Mumbai, Maharashtra 400052, India","['(022) 6133170, 61331713']"
69,2812,2812,KES Shroff College of Arts and Commerce - Courses,Maharashtra,Mumbai,http://www.kesshroffcollege.com,"Bhulabhai Desai Road, Kandivli (West), Mumbai, Maharashtra 400067, India","['(022) 28072477, 28090185']"
70,2863,2863,KJ Somaiya College of Engineering - Courses,Maharashtra,Mumbai,https://kjsce.somaiya.edu/en,"Vidyanagar, Somaiya, Vidyavihar, Mumbai, Maharashtra 400077, India",[' 9892411604 - Admission']
71,2864,2864,KJ Somaiya College of Science and Commerce - Courses,Maharashtra,Mumbai,,"Vidya Nagar, Vidyvihar, Mumbai, Maharashtra 400077, India","['\n', ' ']"
72,2865,2865,KJ Somaiya Institute of Engineering and Information Technology - KJSIEIT - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Somaiya Ayurvihar Complex, Eastern Express Highway, Near Everard Nagar, Sion (East), Mumbai, Maharashtra 400022, India","['(022) 24061408, 24061403']"
73,2925,2925,KPB Hinduja College of Commerce - Courses,Maharashtra,Mumbai,http://www.hindujacollege.com/,"315, New Charni Road, Charni Road East, Opera House, Girgaon, Mumbai, Maharashtra 400004, India",['(022) 40989000']
74,3052,3052,LBHSST'S Institute of Computer Application,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"S.No. 341, Government Colony, Opposite Kherwadi Police Station, Bandra (E), Mumbai, Maharashtra 400051, India",['(022) 26573181']
75,3073,3073,LJNJ Mahila Mahavidyalaya - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/14974/shreemati-nathibai-damodar-thackersey-women-university-churchgate/,"Paranjape 'B' Scheme Road, Vile Parle - E, Mumbai, Maharashtra 400056, India",['(022) 26169565']
76,3074,3074,LN College - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Near Borivali Station Platform No. 1, Plot No. 89, Near General Kariappa Bridge, Rajendra Nagar, Borivali (East), Mumbai, Maharashtra 400066, India",[' 8655022625']
77,3084,3084,Lokmanya Tilak College of Engineering - Courses,Maharashtra,Mumbai,https://www.ltce.in/,"Sector 4, Vikas Nagar, Koparkhairane, Mumbai, Maharashtra 400079, India","['(022) 27541005, 27541006']"
78,3091,3091,Lords Universal College - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Topiwala Marg, Off Station Road, Goregaon West, Mumbai, Maharashtra 400104, India","['(022) 28791111, 28724613']"
79,3218,3218,"Maharashtra College of Arts, Science and Commerce - Courses",Maharashtra,Mumbai,http://www.maharashtracollege.org/,"246-A, Jehangir Boman Behram Marg, Bellasis Road, Mumbai, Maharashtra 400008, India","['(022) 23081664, 23081665']"
80,3221,3221,Maharashtra State Board of Technical Education - Courses,Maharashtra,Mumbai,https://msbte.org.in/,"4th Floor, Govt. Polytechnic Building, 49, Kherwadi, Bandra (E), Mumbai, Maharashtra 400051, India",['(022) 62542100']
81,3257,3257,Mahatma Gandhi Mission's College of Engineering and Technology - Courses,Maharashtra,Mumbai,http://www.mgmmumbai.ac.in/,"At Junction of NH-4, & Sion-Panvel Express Highway, Kamothe Navi Mumbai, Mumbai, Maharashtra 410209, India","['(022) 27433403, 65138119']"
82,3476,3476,MET Institute of Computer Science,Maharashtra,Mumbai,http://www.met.edu/Institutes/ICS/index_ics.asp,"Bhujbal Knowledge Centre, Bandra Reclamation, Bandra (West), Mumbai, Maharashtra 400050, India","['(022) 26440446, 26440096']"
83,3478,3478,MET Institute of Information Technology,Maharashtra,Mumbai,http://www.met.edu/Institutes/IIT/index_iit.asp,"Bhujbal Knowledge City, Reclamation, Bandra West, Mumbai, Maharashtra 400050, India","['(022) 26440096, 26440057, Toll Free No. 1800 22 0234']"
84,3479,3479,MET Institute of Software Development and Research,Maharashtra,Mumbai,http://www.met.edu/Institutes/isdr/index_isdr.asp,"Bhujbal Knowledge Centre, Bandra Reclamation, Bandra (W), Mumbai, Maharashtra 400050, India","['(022) 26440096, 26440057, Toll Free No. 1800 22 0234']"
85,3599,3599,"MPSP Singh College of Arts, Science and Commerce - Courses",Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Plot No. 629/1243, Sharada Devi Road, Behind Teache' s Colony, Siddharth Nagar, Bandra East, Mumbai, Maharashtra 400051, India",['(022) 26571087']
86,3618,3618,Mukesh Patel School of Technology Management and Engineering - MPSTME - Courses,Maharashtra,Mumbai,http://engineering.nmims.edu/,"Bhakti Vedant Swami Marg, Near Cooper Hospital, JVPD Scheme, Vile Parle (West), Mumbai, Maharashtra 400056, India",['(022) 42334000']
87,3623,3623,Mulund College of Commerce (Autonomous) - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Sarojini Naidu Road, Near Court, Mulund West, Mumbai, Maharashtra 400080, India","['(022) 25600017 / ', ' 8097345311, 8097876255, 9082101135, 9082164576']"
88,3649,3649,N.R. Swamy College of Commerce and Smt. Thirumalai College of Science - Courses,Maharashtra,Mumbai,https://siwscollege.edu.in/,"Plot No. 337, Major R. Parameshwaran Road, Sewree Wadala Estate, Mumbai, Maharashtra 400031, India","['(022) 24180390 / ', ' 8591113272']"
89,3663,3663,Nagindas Khandwala College - Courses,Maharashtra,Mumbai,http://www.nkc.ac.in/,"Road No. 1, Bhavishya Bharat Campus, Bhadran Nagar, Off SV Road, Mumbai, Maharashtra 400064, India","['(022) 28072262, 28085424, 28086427']"
90,3699,3699,Narsee Monjee College of Commerce and Economics - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Swami Bhaktivedant Marg, Bhagubai Mafatlal Complex, Opposite Cooper Hospital, Vile Parle West, Mumbai, Maharashtra 400056, India","['(022) 2338000, 42338001']"
91,3707,3707,National Academy of Management Studies - NAMS - Courses,Maharashtra,Mumbai,http://www.nams.org.in/,"B-65, Flat No. 201, Sector No. 1, Shanti Nagar, Opposite MBMT Bus Stand, Near Railway Station, Mira Road (E), Mumbai, Maharashtra 401107, India",[' 9222210068']
92,3715,3715,National Institute of Computer Arts - NICA - Courses,Maharashtra,Mumbai,http://www.nicainstitute.com,"35-3rd Floor, Bismilla Building, Opposite Suvidha Family Store, Nears Dadar Station (West), Ranade Road, Dadar (W), Mumbai, Maharashtra 400028, India","[' 8080806699, 9022349032']"
93,3757,3757,Navinchandra Mehta Institute of Technology and Development - NMITD - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"DES's Mumbai Campus, Kirti College Road, off- Veer Sawarkar Marg, Mumbai, Maharashtra 400028, India","['(022) 62764582, 62764583, 62764588 / ', ' 9819682436, 8108365636']"
94,3799,3799,Netizen Computer Education,Maharashtra,Mumbai,,"B-25/198 Anand Nagar, Santacruz, (East), Mumbai, Maharashtra 400055, India",['(022) 26686868']
95,3816,3816,NG Acharya and DK Marathe College of Arts Science and Commerce - Courses,Maharashtra,Mumbai,http://www.acharyamarathecollege.in/,"N.G. Acharya Marg, Chembur, Near Shubhash Marg, Mumbai, Maharashtra 400071, India","['(022) 25218797, 25217344']"
96,3824,3824,NIDT Institute for Animation and Visual FX - Andheri (West),Maharashtra,Mumbai,,"First Floor, Best Complex, Opposite Andheri Railway Station, Andheri (West), Mumbai, Maharashtra 400058, India","[' 9987993417, 9323909966']"
97,3825,3825,NIDT Institute for Animation and Visual FX - Borivali (East),Maharashtra,Mumbai,,"111-C, Azanta Square, Behind Borivali Court, Bhaji Market Lane, Borivali West, Mumbai, Maharashtra 400092, India",[' 9987993417']
98,3826,3826,NIDT Institute for Animation and Visual FX - Thane (West) - Courses,Maharashtra,Mumbai,,"701, 7th Floor, Paradise Tower, Next to MC Donalds, Gokhale Road, Thane (West), Mumbai, Maharashtra 400601, India",[' 9987993417']
99,3854,3854,Nirmala Memorial Foundation College of Commerce and Science - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"D.S. Road, Thakur Complex, Kandivali East, Mumbai, Maharashtra 400101, India",['(022) 69436400']
100,3935,3935,Oriental College of Commerce and Management - OCCM - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Oriental Building, Adarsh Nagar, New Link Road, Andheri(W), Mumbai, Maharashtra 400102, India","['(022) 66914405, 66914406']"
101,3982,3982,Padmabhushan Vasantdada Patil Pratishthan's College of Engineering & Visual Art - Courses,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"Eastern Express Highway, Near Everard Nagar, Sion - Chunabatti, Mumbai, Maharashtra 400022, India","['(022) 20847226, 20847229, 20847228']"
102,3995,3995,Palindia Computer Education - Courses,Maharashtra,Mumbai,http://www.palindia.in/,"208, A-West Wing, Shyamkamal Building, Opposite Railway Station, Near Dinanath Natyagruh, Mumbai, Maharashtra 400057, India","['(022) 24155976, Toll Free No. 18002666680 / ', ' 9820096295']"
103,4086,4086,Pillai Centre for Cyber Security and Digital Forensics,Maharashtra,Mumbai,https://targetstudy.com/university/194/university-of-mumbai/,"L-001, Ground Floor Dr. K.M. Vasudevan Pillai's Campus Sector 16, New Panvel, Mumbai, Maharashtra 410206, India","['(022) 27456030, 27451700, 27456100 / ', ' 9819110096, 9867099662, 9833202604, 9702043344']"
104,4087,4087,"Pillai College of Arts, Commerce and Science (Autonomous) - Courses",Maharashtra,Mumbai,http://www.pcacs.ac.in,"Dr. K.M. Vasudevan Pillai's Campus, Plot No. 10, Sector 16, New Panvel, Mumbai, Maharashtra 410206, India","['(022) 27451700, 27456100, 27481764, 27456030']"
105,4088,4088,Pillai College of Engineering (PCE) (Autonomous) - Courses,Maharashtra,Mumbai,http://www.piit.ac.in/,"Dr. K.M. Vasudevan Pillai Campus Plot No. 10, Sector 16, New Panve, Mumbai, Maharashtra 410206, India","['(022) 27456030, 27451700, 27456100, 27481764']"
106,4140,4140,Prahladrai Dalmia Lions College of Commerce and Economics - Courses,Maharashtra,Mumbai,http://www.dalmialionscollege.ac.in/,"Sunder Nagar, S.V. Road, Malad - West, Mumbai, Maharashtra 400064, India","['(022) 35112985, 35115316, 35115003']"
107,4217,4217,Public Night Degree College - Courses,Maharashtra,Mumbai,http://publicinstitutes.org/,"Shikshalay, Hind Nagar, Vakola Market, Aaram Society Road, Santacruz (East), Mumbai, Maharashtra 400055, India","['(022) 26672360 / ', ' 9821956644']"
