,College_Name,State,City,URL_,Address,Phone_Number
42,Dreamzone School of Creative Studies - Courses,Tamil Nadu,Chennai,http://www.dreamzone.co.in/,"36012, Bye Pass Road, Velachery, Chennai, Tamil Nadu 600042, India","['(044) 64502424, 24987660 / ', ' 9840150004, 7299735551']"
43,Dwaraka Doss Goverdhan Doss Vaishnav College (Autonomous) - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"#833, E.V.R. Periyar Highroad, Arumbakkam, Chennai, Tamil Nadu 600106, India",['(044) 23635101']
44,Easwari Engineering College - EEC - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Bharathi Salai, Ramapuram, Chennai, Tamil Nadu 600089, India","['(044) 43923041, (Toll Free Number No. 1800-103-2535) / ', ' 8939628204']"
45,EDIT - Educators in Design and Internet Technology - Thoraipakam,Tamil Nadu,Chennai,,"Kidzee Pre School, No. 4, First Street, Sowdeeswari Nagar, Okiyam Thoraipakam, Chennai, Tamil Nadu 600096, India",[' 8433935124']
46,Ethiraj College for Women (Autonomous) - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"70, Ethiraj Salai, Egmore, Thousand Lights, Chennai, Tamil Nadu 600008, India",['(044) 28279189']
47,G-Tec Computer Education,Tamil Nadu,Chennai,,"Chennai, Chennai, Tamil Nadu , India","[' 9840143933, 9841987456']"
48,GKM College of Engineering and Technology - Courses,Tamil Nadu,Chennai,http://www.gkmcet.net.in,"Near Tambaram, G.K.M. Nagar, Perungalathur, Chennai, Tamil Nadu 600063, India","['(044) 22794023, 22794073, 22792401']"
49,Gojan School of Business and Technology - GSBT - Courses,Tamil Nadu,Chennai,http://www.gojaneducation.com,"80 Feet Road, Edapalayam, Redhills, Chennai, Tamil Nadu 600052, India","['(044) 26311045, 26311001, 26311025, 26311026 / ', ' 9176378086, 7010723984']"
50,Gopal Ramalingam Memorial Engineering College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"No. 27, Duraisamy Reddy Street West Tambaram, Chennai, Tamil Nadu 600045, India","['(044) 42044337, 65392338 / ', ' 9444864288']"
51,Government Arts College for Men (Autonomous) - Courses,Tamil Nadu,Chennai,http://gacnandanam.com/,"No. 329, Anna Salai, Nandanam, Chennai, Tamil Nadu 600035, India",['(044) 24351048']
52,Guru Nanak College - Courses,Tamil Nadu,Chennai,https://gurunanakcollege.edu.in/,"161, Guru Nanak Salai, Velachery, Chennai, Tamil Nadu 600042, India","['(044) 22451746, 22444621']"
53,Guru Shree Shantivijal Jain College for Women - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"96, Vepery High Road, Chennai, Tamil Nadu 600007, India",['(044) 25322257']
54,Hindustan College of Arts and Science - Courses,Tamil Nadu,Chennai,http://www.hcaschennai.edu.in/,"Padur, Kelambakkam(OMR), Rajiv Gandhi Salai
, Chennai, Tamil Nadu 603103, India","['(044) 69034444, 27474671, 27475249 / ', ' 9962275666']"
55,Hindustan Institute of Technology and Science - HITS,Universities in Tamil Nadu,Universities in Tamil Nadu,http://www.hindustanuniv.ac.in,"P.O. Box No. 1, Rajiv Gandhi Salai (OMR), Padur, (Via) Kelambakkam, Chennai, Tamil Nadu 603103, India","['(044) 27474262, Toll Free No. 1800-425-44 38']"
56,IIKM Business School - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/271/bharathiar-university/,"857 Poonamallee High Road, Kilpauk, Chennai, Tamil Nadu 600010, India","['(044) 48600030, 26413466, 26411455 / ', ' 9500009914, 9500009915, 9500009916']"
57,Indian Institute of Knowledge Management - IIKM - Courses,Tamil Nadu,Chennai,http://www.iikm.net,"#91, Valluvar Kottam High Road, Nungambakkam, Chennai, Tamil Nadu 600034, India","['(044) 28214342, 28214343 / ', ' 9445232862, 9962172650']"
58,Indian Institute of Technology - IIT Madras,Universities in Tamil Nadu,Universities in Tamil Nadu,http://www.iitm.ac.in,"Sardar Patel Road, Adyar, Chennai, Tamil Nadu 600036, India","['(044) 22578100, 22578101']"
59,Indian School of Business Management and Administration - ISBM Chennai - Courses,Tamil Nadu,Chennai,http://www.isbm.org.in,"211, 3rd Floor, Sivamegam Towers, Above Jackson's Furniture, Opposite to Valluvar Kottam, Valluvar High Road, Nungambakkam, Chennai, Tamil Nadu 600034, India","['(044) 30216500 / ', ' 8928111111']"
60,International Maritime Academy - IMA - Courses,Tamil Nadu,Chennai,https://imamaritime.com/,"No. 41, Jamin Korattur, Pudhuchatram, (From Poonamallee to Tirupathi Highway Road), Chennai, Tamil Nadu 600017, India","['(044) 3502120, 43502320, 43502520 / ', ' 8939902280, 76080636, 8939707240']"
61,International School of Business and Research - ISBR - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/144/manipal-university/,"Greeta Tech Park, No. 96, VSI Functional Estate, Perungudi, Opposite to Areva and Behind Maruti Suzuki Showroom, Chennai, Tamil Nadu 600096, India","[' 9444334755, 9380944610']"
62,Jaya College of Arts and Science - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"CTH Road, Thiruninravur, Chennai, Tamil Nadu 602024, India",['(044) 26340953']
63,Jaya Engineering College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"C.T.H. Road, Prakash Nagar Tiruninravur, Chennai, Tamil Nadu 602024, India","['(044) 26300982, 26341264, 26390041 / ', ' 8531077777']"
64,Jayagovind Harigopal Agarwal Agarsen College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"Madhavaram, Chennai, Tamil Nadu 600060, India","['(044) 25559002, 25559003 / ', ' 9445076258']"
65,Jeppiaar Engineering College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Old Mamallapuram Road, Rajiv Gandhi Salai, Semmenchery Village, Sholinganallur, Chennai, Tamil Nadu 600119, India",['(044) 24502818']
66,Jeppiaar SRR Engineering College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Ram Nagar, IT High Way, Padur, Chennai, Tamil Nadu 603103, India","['(044) 47486331, 27416131, 27416132, 27416133']"
67,Jerusalem College of Engineering - Courses,Tamil Nadu,Chennai,http://www.jerusalemengg.ac.in,"Velachery Main Road, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100, India","['(044) 22461404, 22460131']"
68,Justice Basheer Ahmed Sayeed College for Women (Autonomous) - Courses,Tamil Nadu,Chennai,https://www.jbascollege.edu.in/,"#56, K.B. Dasan Road, Teynampet, Chennai, Tamil Nadu 600018, India","['(044) 24364152, 24364140']"
69,KCG College of Technology - Courses,Tamil Nadu,Chennai,http://www.kcgcollege.com,"KCG Nagar, Rajiv Gandhi Salai, Karapakkam, Chennai, Tamil Nadu 600097, India","['(044) 24503140, 24503232, 24501255']"
70,KCS Kasi Nadar College of Arts and Science - Courses,Tamil Nadu,Chennai,http://kcskasinadarcollege.in,"(Belongs to SVHNA Dharma Fund), #96, Ellaya Street, Radhakrishnan Nagar, Chennai, Tamil Nadu 600021, India","['(044) 25974499, 25974498']"
71,Kings Engineering College,Tamil Nadu,Chennai,http://www.kingsedu.ac.in/,"Opposite to Hyundai Motors, Chennai - Bangalore Highway, Irungattukottai Village, Sriperumbudur Taluk, Chennai, Tamil Nadu 602117, India","['(044) 71224400, 71224402 (Principal), 71224404']"
72,Kumararani Meena Muthiah College of Arts And Science - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"No. 4, Crescent Avenue Road, Gandhi Nagar, Adyar, Chennai, Tamil Nadu 600020, India",['(044) 24450923']
73,Loyola College - Courses,Tamil Nadu,Chennai,http://www.loyolacollege.edu,"Sterling Road, Nungambakkam, Chennai, Tamil Nadu 600034, India","['(044) 28178200 / ', ' 9344527381']"
74,Loyola Institute of Technology,Tamil Nadu,Chennai,http://www.litedu.in/,"Mevalur Kuppam B Village, Palanchur, Nazerathpet Post, Chennai, Tamil Nadu 602103, India","['(044) 26811541, 26810252 / ', ' 9444390711']"
75,Loyola-ICAM College of Engineering and Technology - LICET - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Loyola College Campus, Nungambakkam, Chennai, Tamil Nadu 600034, India","['(044) 28178490, 28178492']"
76,M.O.P. Vaishnav College for Women (Autonomous) - Courses,Tamil Nadu,Chennai,http://mopvc.edu.in/,"20, IV Lane, Nungambakkam High Road, Chennai, Tamil Nadu 600034, India","['(044) 28330262, 28330507']"
77,Madha Engineering College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Madha Nagar, Kundrathur, Chennai, Tamil Nadu 600069, India","['(044) 24780732, 24780734']"
78,Madha Institute of Engineering and Technology - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Behind Anagaputhur Bus stand, Near Pallavaram, Chennai, Tamil Nadu 600122, India","['(044) 29301103 / ', ' 8181816735, 8072646553']"
79,Madha Institute of Management and Computer Science - Courses,Tamil Nadu,Chennai,,"Madha Nagar, Somangalam Road, Kundrathur, Chennai, Tamil Nadu 600069, India","['(044) 24780732, 24780734']"
80,Madras Christian College (Autonomous) - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"Tambaram, Chennai, Tamil Nadu 600059, India","['(044) 22390675, 22396772']"
81,Madras Computer Academy,Tamil Nadu,Chennai,,"78, Usman Road, (2nd Floor), T. Nagar, Chennai, Tamil Nadu 600017, India","['(044) 24334450, 24344430']"
82,Madras Institute of Technology - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"MIT Campus, Anna University, Chromepet, Chennai, Tamil Nadu 600044, India","['(044) 22232403, 22235046']"
83,Magna College of Engineering - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Redhills -Tiruvallur High Road, Magaral, Chennai, Tamil Nadu 600055, India","['(044) 27626301, 27626302, 27626303, 27626304 / ', ' 9940629736']"
84,Mahalashmi Womens College of Arts and Science - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"Mahalashmi Nagar, Avadi, Poonamallee Road, Paruthipattu, Chennai, Tamil Nadu 600071, India","['(044) 26801313, 26801315 / ', ' 9677041315']"
85,MEASI Institute of Information Technology - Courses,Tamil Nadu,Chennai,https://measiit.edu.in/,"#87, Peters Road, Royapettah, Chennai, Tamil Nadu 600014, India","['(044) 28350684, 28352374, 65275157']"
86,Meenakshi College for Women - Courses,Tamil Nadu,Chennai,http://www.meenakshicollege.com,"#363, Arcot Road, Kodambakkam, Chennai, Tamil Nadu 600024, India",['(044) 24725466']
87,Meenakshi College of Engineering - Courses,Tamil Nadu,Chennai,http://www.mce.edu.in/contact_us.php,"No. 12, Vembuliamman Koil Street, West K.K. Nagar, Chennai, Tamil Nadu 600092, India","['(044) 23642728 / ', ' 6369834428, 9025307975']"
88,Meenakshi Sundararajan Engineering College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"#363, Arcot Road, Kodambakkam, Chennai, Tamil Nadu 600024, India",['(044) 24801636']
89,Misrimal Navajee Munoth Jain Engineering College - Courses,Tamil Nadu,Chennai,http://www.mnmjec.ac.in/,"Guru Marudhar Kesari Building, Jyothi Nagar, Thorapakkam, Chennai, Tamil Nadu 600097, India","['(044) 24962270, 24962271, 24962272']"
90,Mohamed Sathak A.J. College of Engineering - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"34, Rajiv Gandhi Salai (OMR), Siruseri IT Park, Siruseri, Chennai, Tamil Nadu 603103, India",[' 9940004500']
91,Mohamed Sathak College of Arts and Science - Courses,Tamil Nadu,Chennai,http://www.mscartsandscience-edu.in,"No. 13, Medavakkam Road, Chennai, Tamil Nadu 600119, India","['(044) 24501578, 24501054, 24501115, 24502576']"
92,National Institute of Electronics and Information Technology - NIELIT - Courses,Tamil Nadu,Chennai,http://nielit.gov.in/chennai/,"ISTE Complex, No. 25, Gandhi Mandapam Road, Chennai, Tamil Nadu 600025, India","['(044) 24421445, 24421446']"
93,National Institute of Technical Teachers Training and Research - NITTTR - Courses,Tamil Nadu,Chennai,http://www.nitttrc.ac.in/,"Taramani, Chennai, Tamil Nadu 600113, India","['(044) 22545401, 22545406, 22545442, 22541982']"
94,New Prince Shri Bhavani Arts and Science College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"Patel Road, Medavakkam, Chennai, Tamil Nadu 600100, India",['(044) 22771098']
95,New Prince Shri Bhavani College of Engineering and Technology - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Tambaram - Velachery Main Road, Santhosapuram, Chennai, Tamil Nadu 600073, India","['(044) 22780404 / ', ' 9152666444, 9152666333']"
96,Nishtha Institute of Training and Education,Tamil Nadu,Chennai,http://www.nishthatraining.com,"Nishtha Technologies, 3rd Floor, 2nd Wing, Nelson Towers, 51, Nelson Manickam Road, Chennai, Tamil Nadu 600029, India","['(044) 28344252 / ', ' 9677077906, 9677077910']"
97,P.M.R. Institute of Technology - Courses,Tamil Nadu,Chennai,,"Adayalampattu, Chennai, Tamil Nadu 600095, India","['(044) 26532579, 26532581']"
98,Pachaiyappa's College - Courses,Tamil Nadu,Chennai,https://pachaiyappascollege.edu.in/,"E.V.R. Periyar High Road, Shenoy Nagar, Chennai, Tamil Nadu 631501, India",['(044) 42146843']
99,Panimalar Institute of Management Studies and Commerce - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"Bangalore Trunk Road Varadharajapuram, Nasarathpet, Poonamallee, Chennai, Tamil Nadu 602103, India","['(044) 26490404, 26490505, 26490717']"
100,Patrician College of Arts and Science - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"Canal Bank Road, Gandhi Nagar, Opposite to Kotturpuram Railway Station, Adyar, Chennai, Tamil Nadu 600020, India","['(044) 24401362, 24426913 / ', ' 9342465500, 9159143990']"
101,PMR Institute of Technology - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"(Near Ambattur, Muggapair West), Adayalampattu, Chennai, Tamil Nadu 600095, India","['(044) 65310510, 65128015, 65128012 / ', ' 9444902280']"
102,Presidency College (Autonomous) - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"#100, Kamarajar Salai, Chepauk, Chennai, Tamil Nadu 600005, India","['(044) 28544894, 28586401']"
103,Prince Dr. K. Vasudevan College of Engineering and Technology - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Medavakkam - Mambakkam Road, Ponmar, Chennai, Tamil Nadu 600127, India","['(044) 24991414 / ', ' 9840100040, 9047040412, 9047040413']"
104,Prince Shri Venkateshwara Arts and Science College,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"No. 29, Vembuliamman Koil Street, Gowrivakkam, Chennai, Tamil Nadu 600048, India",['(044) 22780755']
105,Prince Shri Venkateshwara Padmavathy Engineering College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/264/anna-university-chennai/,"Medavakkam- Mambakkam Road, Ponmar, Chennai, Tamil Nadu 600127, India","[' 9047040412, 9047040413, 96770292']"
106,Quaid-e-Millath Government College for Women (Autonomous) - Courses,Tamil Nadu,Chennai,http://qmgcw.edu.in/,"74, Binny Road, Anna Salai, Chennai, Tamil Nadu 600002, India","['(044) 29515068, 29515071']"
107,R.B. Gothi Jain College for Women - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"No. 13, Sothupakkam Darkash Road, Pulliline Redhills, Chennai, Tamil Nadu 600052, India","['(044) 26322022, 64502022, 64503033 / ', ' 9940629851, 9952955552']"
