,Unnamed: 0,College_Name,State,City,URL_,Address,Phone_Number
0,0,10 Daneces (IT Training Institute),Jharkhand,Jamshedpur,http://www.10daneces.com/,"Branch Office - 101, Alison's Apartment, Aambagan, Sakchi, Jamshedpur, Jharkhand 831009, India","[' 8252167867, 9818743263']"
1,1,A and M Institute of Management and Technology - Courses,Punjab,Pathankot,https://targetstudy.com/university/238/punjab-technical-university/,"Opposite Canada Palace, Jalandhar - Dalhousie Bye Pass Road, Village - Mamoon, Pathankot, Punjab 145001, India","['(01862) 251986 / ', ' 8288018801, 9876102549']"
2,2,A. Veeriya Vandayar Memorial Sri Pushpam College (Autonomous) - Courses,Tamil Nadu,Thanjavur,https://targetstudy.com/university/272/bharathidasan-university/,"Pooondi, Thanjavur, Tamil Nadu 613503, India",['(04374) 239523']
3,3,A.I's Homai Peerbhoy Computer Centre - Courses,Maharashtra,Mumbai,https://anjumaniislam.org/our-institutes/other-institutions-managed-by-anjuman-i-islam/,"92, Dr. D.N. Road, CST, Mumbai, Maharashtra 400001, India","['(022) 22611494, 22611495 / ', ' 9820096119']"
4,4,AA Arts and Science College - Courses,Tamil Nadu,Chennai,https://targetstudy.com/university/301/university-of-madras/,"No. 42/1, 2nd Street, Koyambedu, Srinivasa Nagar, Chennai, Tamil Nadu 600107, India","['(044) 24790445, 28553109, 28526202']"
5,5,Aakash Institute of Business Management - AIBM - Courses,Karnataka,Bangalore,https://targetstudy.com/university/135/bangalore-university/,"Admin Office:- 1, Rajiv Gandhi Nagar, Bommanahalli, Opposite to Anand Honda Service Center, Bangalore, Karnataka 560068, India",[' 8880688822']
6,6,Aakashline Institute - Courses,Delhi,,https://targetstudy.com/university/15477/sikkim-manipal-university/,"1449/21, Main 100 Feet Road, Duga Puri, Shahdara, Delhi, Delhi 110093, India","['(011) 22311603 / ', ' 9268213323, 9266737357']"
7,7,Aalim Muhammed Salegh College of Engineering - AMS,Tamil Nadu,Chennai,http://www.aalimec.ac.in,"Muthapudupet, Avadi, IAF, Chennai, Tamil Nadu 600055, India","['(044) 26842627, 26842086']"
8,8,Aarti Institute of Professional Studies - Courses,Delhi,New Delhi,https://targetstudy.com/university/60423/bharati-vidyapeeth-university-institute-of-management-and-research/,"306, Pankaj Plaza, Plot No. 1, Central Market, Sector 6, Dwarka, New Delhi, Delhi 110075, India","['(011) 45574701 / ', ' 9310023651, 9310023652, 9310023653']"
9,9,Aarupadai Veedu Institute of Technology - AVIT,Tamil Nadu,Kanchipuram,https://targetstudy.com/university/16354/vinayaka-missions-university/,"Vinayaka Nagar, Old Mahabalipuram Road, Paiyanoor Kancheepuram, Kanchipuram, Tamil Nadu 603104, India","[' 8754541025, 8754541026']"
10,10,Aastha Educational Institute - Courses,Uttar Pradesh,Ghaziabad,https://targetstudy.com/university/318/chaudhary-charan-singh-university-meerut-university/,"NH - 58, Delhi - Meerut Road, Behind H.P. Petrol Pump Sikri Kalan, Modinagar, Ghaziabad, Uttar Pradesh 201204, India","['(01232) 322883 / ', ' 9359939825, 9012625583, 9457172537']"
11,11,Aastha Institute of Management and Technology,Haryana,Panipat,https://targetstudy.com/university/109/maharshi-dayanand-university/,"First and Second Floor, Deep Complex, Next to Deep Hotel, Opposite Bus Stand, Bishan Swaroop Colony Road, Panipat, Haryana 132103, India",['(0180) 4005587']
12,12,Abacus Institute of Computer Applications - Courses,Maharashtra,Pune,https://targetstudy.com/university/195/university-of-pune/,"S.No. 58, Indrayani Nagar, Handewadi Road, Hadapsar, Pune, Maharashtra 411028, India","['(020) 60202828, 26970912, 26970888 / ', ' 8888285111']"
13,13,Abasaheb Garware Institute of Management Studies - AGIMS - Courses,Maharashtra,Sangli,https://targetstudy.com/university/191/shivaji-university/,"C.S. No. 1317, Khanbhag, S.T. Stand Road, Sangli, Maharashtra 416416, India","['(0233) 2332810, 2332811, 2332812']"
14,14,Abdul Kalam Institute of Technological Sciences - Courses,Telangana,Khammam,http://www.akits.ac.in,"Vepalagadda (Village), Kothagudem (Mandal), Khammam, Telangana 507120, India","['(08745) 257350 / ', ' 9133397889, 9866698691, 9133397888']"
15,15,Abdulkalam College of Information Science and Management - Courses,Karnataka,Gadag,https://targetstudy.com/university/140/karnatak-university/,"Kariamkal Badavane, Near P&T Quaters, Gadag, Karnataka 582101, India","['(08372) 220500 / ', ' 9886638363']"
16,16,Abeda Inamdar Senior College for Girls - AISC - Courses,Maharashtra,Pune,https://targetstudy.com/university/195/university-of-pune/,"2390-B, K.B. Hidayatullah Road, Azam Campus, Pune, Maharashtra 411001, India","['(020) 26457577 / ', ' 9822418705']"
17,17,Abha Gaikwad-Patil College of Engineering - Courses,Maharashtra,Nagpur,https://targetstudy.com/university/189/rashtrasant-tukadoji-maharaj-nagpur-university/,"Mohagaon, Wardha Road, Nagpur, Maharashtra 441108, India","[' 8805000935, 8888986786, 9689919726']"
18,18,Abhayapuri College - Courses,Assam,Bongaigaon,https://targetstudy.com/university/38/gauhati-university/,"Abhayapuri, Bongaigaon, Assam 783324, India",['(03664) 281424 (Principal)']
19,19,Abhijit Kadam Institute of Management and Social Sciences - AKIMSS - Courses,Maharashtra,Solapur,https://akim.bharatividyapeeth.edu/,"Vijapur Road, Solapur, Maharashtra 413004, India","['(0217) 2341353, 2302016']"
20,20,Abhilashi Institute of Management Studies - AIMS - Courses,Himachal Pradesh,Mandi,http://www.abhilashi-edu.in/aims.php,"Ner Chowk, Tehsil - Sadar, Mandi, Himachal Pradesh 175002, India","['(01905) 243328 / ', ' 9418006520, 9418056520, 9418453239, 9418030546']"
21,21,Abhilashi University,Universities in Himachal Pradesh,,http://www.abhilashiuniversity.com/,"Chail Chowk, Tehsil - Chachyot, Manali, Himachal Pradesh 175045, India","['(01905) 250407, 250011 / ', ' 9129500063 , 9816242139']"
22,22,Abhinav Education Society's College of Computer Science and Management - Courses,Maharashtra,Pune,https://targetstudy.com/university/195/university-of-pune/,"Survey No. 13, Katraj Dehu Road By Pass, Ambegaon (BK), Pune, Maharashtra 411046, India","['(020) 32401385 / ', ' 9579401385']"
23,23,Abhinav Education Society's Institute of Management and Research - Courses,Maharashtra,Pune,https://targetstudy.com/university/195/university-of-pune/,"S.No. 23/3/23, Narhe, Off Mumbai-Bangalore Highway, Narhe, Pune, Maharashtra 411041, India","['(020) 30208119, 30208120 / ', ' 8308410101, 9850094828, 9405772647, 7588531396']"
24,24,Abhinav Group of Institutions - Courses,Uttar Pradesh,Kanpur,,"Keshavpuram, Rajivpuram, Rawatpur Gaon, Kanpur, Uttar Pradesh 208019, India","['Toll Free No. 1800-180-5150 / ', ' 8808069992']"
25,25,Abhinav Institute of Technology and Management - Dadar Campus - Courses,Maharashtra,Mumbai,,"Vivekand Classes Premises, Blue Perl, Beside Sarswat Bank, Senapati Bapat Road, Dadar 
, Mumbai, Maharashtra 400028, India","['(022) 24329775, 24384262 / ', ' 9322948376']"
26,26,Abhinav Institute of Technology and Management - Hadapsar Campus - Courses,Maharashtra,Pune,,"727, Savatamani Bhawan, Next to Kasba Ganpati, Pune, Maharashtra 411002, India","[' 7498283500, 7498266775']"
27,27,Abhinav Institute of Technology and Management - Hubli Campus - Courses,Karnataka,Hubli,,"Mirnjakar Complex, Near Ambesh Hotel, Vidyanagar, Hubli, Karnataka 580021, India","[' 8363240690, 7829912843']"
28,28,Abhinav Institute of Technology and Management - Kolhapur Campus,Maharashtra,Nasik,,"332/K, First Floor, Swanand Complex, Block No. 1, Opposite Wilder Memorial Church, New Shahupuri Kolhapur, Nasik, Maharashtra 416001, India","[' 7498283501, 9272226270']"
29,29,Abhinav Institute of Technology and Management - Nasik Campus - Courses,Maharashtra,Nasik,,"2nd Floor, Chito Centre, M.G. Road, Vakilwadi, Near Panchvati Hotel, Nasik, Maharashtra 422001, India","['(0253) 6601520, 5621751 / ', ' 9322951414']"
30,30,Abhinav Institute of Technology and Management - Pune Campus - Courses,Maharashtra,Mumbai,,"Sawata Mali Bhavan, 2nd Floor, 727 Budhwar Peth, Beside Kasba Ganpati, Near Shanivar Wada, Mumbai, Maharashtra 411002, India","['(020) 24461167, 24461886 / ', ' 9323128988']"
31,31,Abhinav Institute of Technology and Management - Thane Campus - Courses,Maharashtra,Thane,,"601, 6th Floor Campus, Paradise Tower, Near MC - Donald, Gokhale Road, Thane (W), Thane, Maharashtra 400605, India","['(022) 25331048, 25382804']"
32,32,Abhyudaya Degree College - Courses,Karnataka,Bangalore,https://targetstudy.com/university/135/bangalore-university/,"Sy. No. 26/1, Chikka Bellandur, Carmelram Post, Near Wipro Office, Off Sarjapur Road, Bangalore, Karnataka 560035, India","['(080) 28439001, 28439002, 65366001, 65366002 / ', ' 9844082220, 9844890303, 9844504270']"
33,33,ABMSP's Anantrao Pawar College of Engineering and Research - Courses,Maharashtra,Pune,http://www.abmspcoerpune.org/Homepage.aspx,"S.No. 103, Shahu College Road, Parvati, Pune, Maharashtra 411009, India","['(020) 24218959, 24213929, 24218901']"
34,34,ABR College of Engineering and Technology - Courses,Andhra Pradesh,Prakasam,https://targetstudy.com/university/26342/jawaharlal-nehru-technological-university-kakinada/,"ABR Nagar, Chinairlapadu Village, Kandukur Road, Kanigiri, Prakasam, Andhra Pradesh 523254, India",[' 9866461623']
35,35,ABS Academy of Science Technology and Management - Courses,West Bengal,Bardhaman,http://absacademy.com,"J.P. Avenue, Sagarbhanga, Durgapur, Bardhaman, West Bengal 713211, India","['(0343) 2550697, 2550698 / ', ' 9434789201, 9434789202, 9474422222']"
36,36,ABS Institute of Education and Management - Courses,Maharashtra,Nagpur,https://targetstudy.com/university/149/karnataka-state-open-university/,"First Floor, Plot No. 43/A, Opposite Siddhi Hanuman Mandir, Laxmi Nagar, Nagpur, Maharashtra 440022, India","[' 9730031790, 9762879888']"
37,37,ABSS Institute of Higher Education - Courses,West Bengal,Howrah,https://targetstudy.com/university/372/west-bengal-university-of-technology/,"#21/A, Agrasain Street, Liluah, Howrah, West Bengal 711204, India","['(033) 26554544, 26554547']"
38,38,ABSS Institute of Technology - Courses,Uttar Pradesh,Meerut,http://www.abss.edu.in/,"Mawana Road, Meerut, Uttar Pradesh 250341, India","['(0121) 2622014 / ', ' 9997015477']"
39,39,AC Academy - Courses,Delhi,New Delhi,,"RZF - 440/K, Sadh Nagar Part II, Palam Colony, Near Pardhan Chowk, Opposite Shanti Gas Agency, New Delhi, Delhi 110045, India",[' 8527511400']
40,40,AC Kunhimon Haji Memorial ICA College - Courses,Kerala,Thrissur,https://targetstudy.com/university/159/calicut-university-university-of-calicut/,"Thozhiyur, Thrissur, Kerala 680520, India","['(0487) 2682221, 2683052']"
41,41,Academy for Professional Excellence - Courses,West Bengal,Kolkata,https://targetstudy.com/university/15477/sikkim-manipal-university/,"2/1-C, Townshend Road, Bhowanipore, Kolkata, West Bengal 700025, India",['(033) 40227000']
42,42,Academy of Business Administration - ABA - Courses,Orissa,Balasore,https://targetstudy.com/university/217/biju-patnaik-university-of-technology/,"Harida, Kuruda, Balasore, Orissa 756056, India","['(06782) 256145, 256146 / ', ' 9437763163, 9437129080']"
43,43,Academy of Business and Engineering Sciences College of Engineering -  ABES,Uttar Pradesh,Ghaziabad,http://www.abes.ac.in/,"Campus -1, 19th KM Stone, NH-24, Ghaziabad, Uttar Pradesh 201009, India","['(0120) 7135112, 7135113']"
44,44,Academy of Engineering and Management - AMS - Courses,West Bengal,Kolkata,http://www.aemk.org/,"2/80 Dumdum Road, First and 2nd Floor, Opposite GTR Gate, Near Dumdum Metro Station, Kolkata, West Bengal 700074, India","[' 9830051236, 9804565246']"
45,45,Academy of Management and Information Technology - AMIT - Courses,Orissa,Khordha,https://targetstudy.com/university/229/utkal-university/,"67, Vidya Vihar, IID Center, Near Barunei Hills, Khurda, Khordha, Orissa 752057, India","[' 9439204722, 8984751768']"
46,46,Academy of Management Professional Development - AMPD - Courses,Maharashtra,Thane,,"Mumbai Center Campus I AMPD Campus, New Nutan Aradhana, Raghoba Shankar Road, Near Thane Station, Thane (West), Thane, Maharashtra 400601, India",['(022) 65100000']
47,47,Academy of Technology - AOT - Courses,West Bengal,Hooghly,https://targetstudy.com/university/372/west-bengal-university-of-technology/,"G.T. Road (Adisaptagram), Aedconagar, Hooghly, West Bengal 712121, India","[' 9830161441, 9007556186, 9830210962']"
48,48,Academy of Technology and Management - ATM Global Business School - Courses,Delhi,New Delhi,http://www.atm.edu.in,"Plot No. 12, Deep Central Market, Ashok Vihar, Phase 1, New Delhi, Delhi 110052, India","['(011) 40405050, 27126666 / ', ' 9811181184, 9711612832']"
49,49,Accel Information Technology Academy - Aminjikarai - Courses,Tamil Nadu,Chennai,,"Chateau D Ampa, Ground Floor, 37, Nelson Manickam Road, Aminjikarai, Chennai, Tamil Nadu 600029, India","['(044) 42251234, 23745375']"
50,50,Accurate Institute of Management and Technology - Courses,Uttar Pradesh,Gautam Buddha Nagar,https://targetstudy.com/university/29039/mahamaya-technical-university-mtu/,"49, Knowledge Park- III, Greater Noida, Gautam Buddha Nagar, Uttar Pradesh 201306, India","['(0120) 2328234, 2328235 (Toll Free No. 1800-180-3515) / ', ' 9910195852']"
51,51,ACE Engineering College,Telangana,Ranga Reddy,https://targetstudy.com/university/31/jawaharlal-nehru-technological-university/,"Ankushapur, Ghatkesar Mandal, Ranga Reddy, Telangana 501301, India","['(08415) 200299 / ', ' 9133308494, 9912391169, 9490491200']"
52,52,Achariya Arts and Science College - AASC - Courses,Puducherry,,https://targetstudy.com/university/231/pondicherry-university/,"Achariyapuram, Villiyanur, Puducherry, Puducherry 605110, India",[' 9442244168']
53,53,Achariya School of Business and Technology - ASBT - Courses,Puducherry,,https://targetstudy.com/university/279/manonmaniam-sundaranar-university/,"Achariyapuram, Villianur, Puducherry, Puducherry 605110, India","['(0413) 2660730, 3535999 / ', ' 9442255754']"
54,54,Acharya Bangalore B-School - ABBS - Courses,Karnataka,Bangalore,https://targetstudy.com/university/135/bangalore-university/,"Andrahalli Main Road, Off Magadi Road, Bangalore, Karnataka 560091, India","['(080) 23245515 / ', ' 9141707070']"
55,55,Acharya Institute of Graduate Studies - AIGS - Courses,Karnataka,Bangalore,https://targetstudy.com/university/135/bangalore-university/,"Acharya Dr. Sarvepalli Radhakrishnan Road, Post Office Acharya, Bangalore, Karnataka 560107, India","[' 7406644449, 9731797677 (Whats app No. )']"
56,56,Acharya Institute of Management and Sciences - AIMS,Karnataka,Bangalore,https://theaims.ac.in/,"First Cross, First Stage, Peenya, Bangalore, Karnataka 560058, India","['(080) 28376430, 28390433, 41179588, 41253496, 28390434']"
57,57,Acharya Institute of Technology - AIT,Karnataka,Bangalore,https://targetstudy.com/university/148/visvesvaraya-technological-university/,"Soldevanahalli, Hesaraghatta Main Road, Bangalore, Karnataka 560107, India","[' 7406644449, 8147054141']"
58,58,Acharya Motibhai Patel Institute of Computer Studies - Courses,Gujarat,Mehsana,https://targetstudy.com/university/100/ganpat-university/,"Ganpat University, Mehsana-Gozaria Highway, Mehsana, Gujarat 384012, India","['(02762) 289039 / ', ' 9825990759']"
59,59,Acharya Nagarjuna University,Universities in Andhra Pradesh,,http://www.nagarjunauniversity.ac.in,"Nagarjunanagar
, Guntur, Andhra Pradesh 522510, India","['(0863) 22346114 / ', ' 8632346114 - Registrar Peshi']"
60,60,Acharya Narendra Dev College - Courses,Delhi,New Delhi,http://andcollege.du.ac.in/,"Govind Puri, Kalkaji, New Delhi, Delhi 110019, India","['(011) 26294541, 26294540']"
61,61,Acharya Shree Nanesh Samta Mahavidyalaya - ASNSM - Courses,Rajasthan,Chittorgarh,http://www.asnsvt.org/ASNSM.php,"Nanesh Nagar (Danta), Tehsil - Kapasan, Chittorgarh, Rajasthan 312204, India","['(01476) 287410 / ', ' 9413372905']"
62,62,Acharya Vinoba Bhave Institute of Technology - Courses,Maharashtra,Wardha,https://targetstudy.com/university/189/rashtrasant-tukadoji-maharaj-nagpur-university/,"Nav Disha Education Society, Canal Road, Paunar, Mauza - Pawnar, Wardha, Maharashtra 442111, India","['(07152) 202467 / ', ' 9373395095']"
63,63,ACME College of Engineering,Uttar Pradesh,Ghaziabad,https://targetstudy.com/university/76543/uttar-pradesh-technical-university/,"4th Km Stone, Ganga Canal Road, Muradnagar, Ghaziabad, Uttar Pradesh 201206, India","[' 9634097663, 9634097664, 9634097666, 9634097669']"
64,64,ACME Institute of Management and Technology - Courses,Rajasthan,Ajmer,https://targetstudy.com/university/257/rajasthan-technical-university/,"Danta, Beer Circle, Ajmer - Nasirabad Road, Nagra, Ajmer, Rajasthan 305025, India","['(01491) 238514 / ', ' 9214026616, 9251507664']"
65,65,ACN College of Engineering and Management Studies - Courses,Uttar Pradesh,Aligarh,https://targetstudy.com/university/76543/uttar-pradesh-technical-university/,"ACN City, Kasimpur Power House Road, Aligarh, Uttar Pradesh 202127, India","[' 9456618910, 9997936453, 8265858105']"
66,66,ACN Institute for Higher Education - Courses,Uttar Pradesh,Aligarh,https://targetstudy.com/university/320/dr-bhim-rao-ambedkar-university-agra-university/,"ACN City, Kasimpur Power House Road, Aligarh, Uttar Pradesh 202002, India","['(0571) 2404029 / ', ' 9350591224']"
67,67,Acropolis Insitute of Technology and Research - AITR - Courses,Madhya Pradesh,Indore,http://aitr.ac.in/,"Bypass Road, Manglia Square, Manglia, Indore, Madhya Pradesh 453771, India","['(0731) 4730000, 4730001']"
68,68,Acropolis Institute of Management Studies and Research - AIMSR - Courses,Madhya Pradesh,Indore,https://targetstudy.com/university/175/devi-ahilya-university/,"Bypass Road, Mangliya Squar, Indore, Madhya Pradesh 453771, India","['(0731) 4730090, 4730093, Toll Free No. 18001024474 / ', ' 9755533326']"
69,69,Acropolis Institute of Technology and Research - Courses,Madhya Pradesh,Bhopal,https://targetstudy.com/university/174/rajiv-gandhi-technical-university/,"Sikandrabad Village, Near Ratibad, Bhadbhada Road, Bhopal, Madhya Pradesh 462022, India","['(0731) 4730000 / ', ' 8719092271, 8719092272']"
70,70,ACS College of Engineering - ACSCE - Courses,Karnataka,Bangalore,http://www.acsce.edu.in/,"Kambipura, Mysore Road, Bangalore, Karnataka 560074, India","['(080) 29748222, 29748333, 29748777, 29748999 / ', ' 9008545678, 9900500028']"
71,71,AD Patel Institute of Technology - ADIT - Courses,Gujarat,Vallabh Vidyanagar,https://targetstudy.com/university/17256/gujarat-technological-university/,"Post Box No. 52, Vitthal Udyognagar, Vallabh Vidyanagar, Gujarat 388121, India","['(02692) 233680 / ', ' Whats App No. 9427603032, 9974615359']"
72,72,Adaikala Matha College - AMC - Courses,Tamil Nadu,Thanjavur,http://www.amcvallam.com/,"Arunnagar, Vallam, Thanjavur, Tamil Nadu 613403, India","['(04362) 266201, 266265, 266153']"
73,73,Adam's Engineering College - Courses,Telangana,Khammam,https://targetstudy.com/university/31/jawaharlal-nehru-technological-university/,"Paloncha, Khammam, Telangana 507115, India","['(08744) 253001 / ', ' 9392775803']"
74,74,Adamas Institute of Technology - Courses,West Bengal,North 24 Parganas,https://targetstudy.com/university/372/west-bengal-university-of-technology/,"Barasat - Barrackpore Road, Barbaria, P.O. Jagannathpur, North 24 Parganas, West Bengal 700126, India",['(033) 64501430']
75,75,Adarsh Academy of Information Technology - AAIT - Courses,Karnataka,Bangalore,https://targetstudy.com/university/149/karnataka-state-open-university/,"Door No. 75th Main, Deviant Acharya Street, Bangalore, Karnataka 566018, India",['(080) 26677100']
76,76,Adarsh B.C.A. College - Courses,Gujarat,Bhavnagar,https://targetstudy.com/university/92/bhavnagar-university/,"Haddad Road, Haddad, Botad, Bhavnagar, Gujarat 364710, India","['\n', ' ']"
77,77,Adarsh College of Arts and Commerce - Courses,Maharashtra,Thane,https://targetstudy.com/university/194/university-of-mumbai/,"Kulgaon, Thane, Maharashtra 421503, India","['(0251) 2691819, 2691897']"
78,78,Adarsh College of Computer Science - Courses,Jammu and Kashmir,Jammu,,"Samba, Jammu, Jammu and Kashmir 184121, India","['(01923) 211780, 211781, 242085 / ', ' 9419182014, 9419190102, 9906076930']"
79,79,Adarsh Institute of Management and Information Technology - AIMIT - Courses,Karnataka,Bangalore,https://targetstudy.com/university/135/bangalore-university/,"5th Main, Chamarajpet, Bangalore, Karnataka 560018, India","['(080) 26677100 / ', ' 7406740077, 7406740088']"
80,80,Adarsh Mahila Mahavidyalaya - Courses,Haryana,Bhiwani,https://targetstudy.com/university/109/maharshi-dayanand-university/,"Hansi Gate, Bhiwani, Haryana 127021, India","['(01664) 242414, 240422 / ', ' 9306940790']"
81,81,Adarsh Post Graduate College of Computer Science - Courses,Telangana,Mahabubnagar,https://targetstudy.com/university/10/osmania-university/,"Venkateshwara Colony 

, Mahabubnagar, Telangana 509001, India","['(08542) 270463, 271952']"
82,82,Adarsh Sanskar Mahavidyalaya - Courses,Maharashtra,Nagpur,https://targetstudy.com/university/189/rashtrasant-tukadoji-maharaj-nagpur-university/,"Vrundawan Shrikrishna Nagar Chowk, Hasanbag Road, Nagpur, Maharashtra 440009, India","['(0712) 6955700 / ', ' 9325232121, 9373797745']"
83,83,Adarsha Institute of Management Studies - Courses,Karnataka,Mangalore,https://targetstudy.com/university/142/mangalore-university/,"Opposite Corporation Swimming Pool, Ladyhill, Mangalore, Karnataka 575003, India",['(0824) 2459981']
84,84,Adarsha Institute of Technology,Karnataka,Bangalore,,"Sy. No. 73, Lingadheera Gollahalli, Kundana Hobli, Devanahalli Taluk, Bangalore, Karnataka 562110, India","['(080) 88997722 / ', ' 9844001191']"
85,85,Adesh Institute of Technology - AIT - Courses,Punjab,Mohali,https://targetstudy.com/university/238/punjab-technical-university/,"Ludhiana - Chandigarh Road, Mohali, Punjab 140413, India","[' 8968745941, 9855020097']"
86,86,Adharsh Vidhyalaya Arts and Science College for Women - Courses,Tamil Nadu,Erode,https://targetstudy.com/university/271/bharathiar-university/,"Adharsh Nagar, Bhavani (TK), Erode, Tamil Nadu 638312, India","['(04256) 256216, 256316, 256516 / ', ' 7598780005']"
87,87,Adharshila College of Education - Courses,Uttar Pradesh,Meerut,https://targetstudy.com/university/318/chaudhary-charan-singh-university-meerut-university/,"NH-58, Partapur Bypass, Meerut, Uttar Pradesh 250002, India","['(0121) 2967451 / ', ' 9897577661, 9897577662, 9412680405, 9837688866']"
88,88,Adharshila College of Professional Courses - Courses,Uttar Pradesh,Bareilly,https://targetstudy.com/university/317/chhatrapati-sahu-ji-maharaj-university-kanpur-university/,"Rajnagar, Ataura - Buzurg, Kanpur Road, Bareilly, Uttar Pradesh 229001, India","['(0535) 2546740 / ', ' 9336446299, 9454855857, 9319302630']"
89,89,Adhi College of Engineering and Technology - ACET - Courses,Tamil Nadu,Kanchipuram,https://targetstudy.com/university/264/anna-university-chennai/,"No. 6, Munu Adhi Nagar Sankarapuram, Behind S.V. Sugar Mill, Puliambakkam Post, Near Walajabad, Kanchipuram, Tamil Nadu 631605, India","[' 9003625277, 9952971485, 9502687344']"
90,90,Adhiparasakthi College of Arts and Sciences (Autonomous) - Courses,Tamil Nadu,Vellore,http://apcas.ac.in/,"G.B. Nagar, Kalavai, Vellore, Tamil Nadu 632506, India","['(04713) 242226 / ', ' 9840609369']"
91,91,Adhiparasakthi Engineering College - Courses,Tamil Nadu,Vellore,http://www.apec.edu.in/,"Melmaruvathur, Vellore, Tamil Nadu 603319, India","['(044) 27529585, 27529502,  27529584 / ', ' 9894657971']"
92,92,Adhiyamaan College of Engineering (Autonomous) - Courses,Tamil Nadu,Krishnagiri,http://www.adhiyamaan.ac.in,"Dr. MGR Nagar, Hosur, Krishnagiri, Tamil Nadu 635109, India","['(04344) 260570, 261002, 261020 / ', ' 9487819104']"
93,93,Adhunik Institute of Education and Research - Courses,Uttar Pradesh,Ghaziabad,http://adhunikgroup.org/,"9th Mile Stone, Delhi - Meerut Road, (NH-58), Opposite Bank of India, Near Bus Stand, Duhai, Ghaziabad, Uttar Pradesh 201206, India","['(0120) 2675219, 2675220, 2675221 / ', ' 9818592787, 9897698822']"
94,94,Adi Shankara Institute of Engineering and Technology,Kerala,Ernakulam,http://www.adishankara.ac.in/,"Vidya Bharathi Nagar, Mattoor, Kalady, Ernakulam, Kerala 683574, India","['(0484) 2463825, 2466066, 2461933 / ', ' 9539010657 (Principal)']"
95,95,Adikavi Nannaya University,Universities in Andhra Pradesh,,https://aknu.edu.in/,"Raja Raja Narendhra Nagar, Rajamundhry, Andhra Pradesh 533296, India","['(0883) 2566030 - PG, 2566013 - UG']"
96,96,Adikavi Saraladas College - Courses,Orissa,Jagatsinghpur,https://targetstudy.com/university/229/utkal-university/,"Sarala Vihar, Tirtol, Jagatsinghpur, Orissa 754137, India",['(0672) 2250455']
97,97,Adithya Institute of Management - Courses,Karnataka,Bangalore,https://targetstudy.com/university/135/bangalore-university/,"Adarsha College Campus #3, 12th Cross First Block R.T. Nagar, Bangalore, Karnataka 560032, India","['(080) 23332789 / ', ' 9844340872']"
98,98,Adithya Institute of Technology - AIT - Courses,Tamil Nadu,Coimbatore,https://targetstudy.com/university/265/anna-university-coimbatore/,"Sathy Main Road, Kurumbapalayam, SS Kulam (P.O.), Coimbatore, Tamil Nadu 641107, India","[' 7373700933, 9788933311']"
99,99,Aditya College - Courses,Madhya Pradesh,Gwalior,https://targetstudy.com/university/180/jiwaji-university/,"#6-C, Global Square, Kailash Vihar, City Centre, Gwalior, Madhya Pradesh 474011, India","['(0751) 4029398, 4029399']"
100,100,Aditya College of Computer Science and Information Technology - Courses,Maharashtra,Parbhani,https://targetstudy.com/university/193/swami-ramanand-teerth-marathwada-university/,"C/O Apurva Hospital, Nutan Road, Selu, Parbhani, Maharashtra 431401, India","['(02451) 223552 / ', ' 8087575818']"
101,101,Aditya College of Engineering and Advanced Studies - ACEAS - Courses,Gujarat,Ahmedabad,https://targetstudy.com/university/84084/cu-shah-university/,"001, Aradhya Apartments, Behind Hero Honda Show Room, Under Shreyas Crossing Flyover, Ambawadi, Ahmedabad, Gujarat 380015, India","['(079) 26460930 / ', ' 9327924927, 9227925006, 9328399339']"
102,102,Aditya Degree College - Courses,Andhra Pradesh,Kakinada,https://targetstudy.com/university/4168/andhra-university/,"Lakshmi Narayana Nagar, Kakinada, Andhra Pradesh 533003, India","['(0884) 2376665 / ', ' 9704376667']"
103,103,Aditya Degree College - Gopalpatnum - Courses,Andhra Pradesh,Vishakhapatnam,https://targetstudy.com/university/4168/andhra-university/,"Gopalpatnum, Vishakhapatnam, Andhra Pradesh 530016, India","['(0891) 274356 / ', ' 9866576664']"
104,104,Aditya Degree College for Women - Courses,Andhra Pradesh,Kakinada,https://targetstudy.com/university/4168/andhra-university/,"Lakshmi Narayana Nagar, Kakinada, Andhra Pradesh 533003, India","['(0884) 2376665 / ', ' 9704376667']"
105,105,Aditya Engineering College - Courses,Andhra Pradesh,East Godavari,http://www.aec.edu.in,"Aditya Nagar, ADB Road, Surampalem, East Godavari, Andhra Pradesh 533437, India","['(0884) 2326202 / ', ' 9949876662, 9989776661']"
106,106,Aditya Group of Institution College of Education - AGI-COE - Courses,Madhya Pradesh,Satna,https://targetstudy.com/university/20846/awadhesh-pratap-singh-university/,"95, Mahdeva Road, Sherganj, Satna, Madhya Pradesh , India",[' Toll Free No. 1800-2122-606']
107,107,Aditya Institute of Management Studies and Research - AIMS&R - Courses,Karnataka,Bangalore,https://targetstudy.com/university/135/bangalore-university/,"No. 12, Kogilu Main Road, Behind Shri Annapurneshwari Temple, Yelahanka, Bangalore, Karnataka 560064, India","['(080) 28571292, 28571293 / ', ' 9742292012']"
108,108,Aditya Institute of Science and Technology - AIST - Courses,Madhya Pradesh,Bhopal,,"No. 6, Mahabali Nagar, Kolar Road, Bhopal, Madhya Pradesh 462001, India","['(0755) 4250088, 4250066']"
